word	c5	lemma	pos
his	DPS	he	PRON
novels	NN2	novel	SUBST
seem	VVB	seem	VERB
to	TO0	to	PREP
say	VVI	say	VERB
that	CJT	that	CONJ
there	EX0	there	PRON
is	VBZ	be	VERB
nothing	PNI	nothing	PRON
to	TO0	to	PREP
be	VBI	be	VERB
done	VDN	do	VERB
in	PRP	in	PREP
,	PUN	,	PUN
or	CJC	or	CONJ
with	PRP	with	PREP
,	PUN	,	PUN
the	AT0	the	ART
countries	NN2	country	SUBST
of	PRF	of	PREP
their	DPS	they	PRON
concern	NN1	concern	SUBST
.	PUN	.	PUN

# sentence 115, Texts/A/A0/A05.xml
What	DTQ	what	PRON
are	VBB	be	VERB
other	AJ0	other	ADJ
countries	NN2	country	SUBST
doing	VDG	do	VERB
?	PUN	?	PUN

# sentence 116, Texts/A/A0/A05.xml
Naipaul	NN1-NP0	naipaul	SUBST
has	VHZ	have	VERB
long	AV0	long	ADV
been	VBN	be	VERB
a	AT0	a	ART
reader	NN1	reader	SUBST
of	PRF	of	PREP
Conrad	NP0	conrad	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
Guerrillas	NN2	guerrilla	SUBST
can	VM0	can	VERB
make	VVI	make	VERB
you	PNP	you	PRON
think	VVI	think	VERB
of	PRF	of	PREP
Nostromo	NN1-NP0	nostromo	SUBST
.	PUN	.	PUN

# sentence 117, Texts/A/A0/A05.xml
The	AT0	the	ART
geographies	NN2	geography	SUBST
are	VBB	be	VERB
similar	AJ0	similar	ADJ
.	PUN	.	PUN

# sentence 118, Texts/A/A0/A05.xml
Conrad	NP0	conrad	SUBST
's	POS	's	UNC
novel	NN1	novel	SUBST
is	VBZ	be	VERB
about	PRP	about	PREP
a	AT0	a	ART
fire-prone	AJ0	fire-prone	ADJ
seaside	NN1	seaside	SUBST
South	NP0	south	SUBST
American	AJ0	american	ADJ
republic	NN1	republic	SUBST
,	PUN	,	PUN
with	PRP	with	PREP
foreign	AJ0	foreign	ADJ
investors	NN2	investor	SUBST
and	CJC	and	CONJ
their	DPS	they	PRON
concessions	NN2	concession	SUBST
:	PUN	:	PUN
its	DPS	it	PRON
silver	NN1	silver	SUBST
has	VHZ	have	VERB
its	DPS	it	PRON
lightly	AV0	lightly	ADV
rendered	VVN	render	VERB
counterpart	NN1	counterpart	SUBST
in	PRP	in	PREP
Naipaul	NP0	naipaul	SUBST
's	POS	's	UNC
bauxite	NN1	bauxite	SUBST
.	PUN	.	PUN

# sentence 119, Texts/A/A0/A05.xml
And	CJC	and	CONJ
the	AT0	the	ART
Conrad	NP0	conrad	SUBST
cry	NN1	cry	SUBST
of	PRF	of	PREP
‘	PUQ	‘	PUQ
Inconceivable	AJ0	inconceivable	ADJ
!	PUN	!	PUN
’	PUQ	’	PUQ
may	VM0	may	VERB
be	VBI	be	VERB
weighed	VVN	weigh	VERB
against	PRP	against	PREP
Naipaul	NP0	naipaul	SUBST
's	POS	's	UNC
insistence	NN1	insistence	SUBST
upon	PRP	upon	PREP
areas	NN2	area	SUBST
of	PRF	of	PREP
darkness	NN1	darkness	SUBST
.	PUN	.	PUN

# sentence 120, Texts/A/A0/A05.xml
Compared	VVN	compare	VERB
with	PRP	with	PREP
what	DTQ	what	PRON
we	PNP	we	PRON
find	VVB	find	VERB
in	PRP	in	PREP
Naipaul	NP0	naipaul	SUBST
's	POS	's	UNC
novel	NN1	novel	SUBST
,	PUN	,	PUN
however	AV0	however	ADV
,	PUN	,	PUN
Conrad	NP0	conrad	SUBST
's	POS	's	UNC
Costaguana	NP0-NN1	costaguana	SUBST
is	VBZ	be	VERB
a	AT0	a	ART
country	NN1	country	SUBST
of	PRF	of	PREP
the	AT0	the	ART
mind	NN1	mind	SUBST
:	PUN	:	PUN
it	PNP	it	PRON
has	VHZ	have	VERB
the	AT0	the	ART
air	NN1	air	SUBST
of	PRF	of	PREP
having	VHG	have	VERB
been	VBN	be	VERB
built	VVN	build	VERB
to	TO0	to	PREP
accommodate	VVI	accommodate	VERB
his	DPS	he	PRON
meanings	NN2	meaning	SUBST
.	PUN	.	PUN

# sentence 121, Texts/A/A0/A05.xml
What	DTQ	what	PRON
we	PNP	we	PRON
find	VVB	find	VERB
in	PRP-AVP	in	PREP
Guerrillas	NN2	guerrilla	SUBST
is	VBZ	be	VERB
a	AT0	a	ART
narrative	NN1	narrative	SUBST
of	PRF	of	PREP
unfailing	AJ0	unfailing	ADJ
fascination	NN1	fascination	SUBST
which	DTQ	which	PRON
delivers	VVZ	deliver	VERB
to	PRP	to	PREP
the	AT0	the	ART
senses	NN2	sense	SUBST
of	PRF	of	PREP
the	AT0	the	ART
reader	NN1	reader	SUBST
a	AT0	a	ART
country	NN1	country	SUBST
very	AV0	very	ADV
like	PRP	like	PREP
the	AT0	the	ART
countries	NN2	country	SUBST
he	PNP	he	PRON
knows	VVZ	know	VERB
in	PRP	in	PREP
the	AT0	the	ART
real	AJ0	real	ADJ
world	NN1	world	SUBST
:	PUN	:	PUN
equally	AV0	equally	ADV
,	PUN	,	PUN
his	DPS	he	PRON
experience	NN1	experience	SUBST
of	PRF	of	PREP
that	DT0	that	ADJ
country	NN1	country	SUBST
is	VBZ	be	VERB
very	AV0	very	ADV
like	PRP	like	PREP
his	DPS	he	PRON
experience	NN1	experience	SUBST
of	PRF	of	PREP
Naipaul	NP0	naipaul	SUBST
's	POS	's	UNC
India	NP0	india	SUBST
,	PUN	,	PUN
in	PRP	in	PREP
being	VBG	be	VERB
rarely	AV0	rarely	ADV
subdued	VVN	subdue	VERB
by	PRP	by	PREP
an	AT0	an	ART
awareness	NN1	awareness	SUBST
of	PRF	of	PREP
the	AT0	the	ART
writer	NN1	writer	SUBST
's	POS	's	UNC
more	AV0	more	ADV
deliberate	AJ0	deliberate	ADJ
meanings	NN2	meaning	SUBST
.	PUN	.	PUN

# sentence 122, Texts/A/A0/A05.xml
It	PNP	it	PRON
is	VBZ	be	VERB
characteristic	AJ0-NN1	characteristic	ADJ
of	PRF	of	PREP
the	AT0	the	ART
novel	NN1-AJ0	novel	SUBST
that	CJT-DT0	that	CONJ
climate	NN1	climate	SUBST
and	CJC	and	CONJ
vegetation	NN1	vegetation	SUBST
should	VM0	should	VERB
count	VVI	count	VERB
for	PRP	for	PREP
no	AT0	no	ART
less	DT0	less	ADJ
than	CJS	than	CONJ
its	DPS	it	PRON
comedy	NN1	comedy	SUBST
of	PRF	of	PREP
manners	NN2	manner	SUBST
,	PUN	,	PUN
in	PRP	in	PREP
which	DTQ	which	PRON
the	AT0	the	ART
Jewish	AJ0	jewish	ADJ
businessman	NN1	businessman	SUBST
Harry	NP0	harry	SUBST
de	NP0	de	SUBST
Tunja	NP0	tunja	SUBST
plays	VVZ	play	VERB
an	AT0	an	ART
enjoyable	AJ0	enjoyable	ADJ
part	NN1	part	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
that	CJT	that	CONJ
neither	DT0	neither	ADJ
of	PRF	of	PREP
these	DT0	these	ADJ
two	CRD	two	ADJ
elements	NN2	element	SUBST
,	PUN	,	PUN
so	AV0	so	ADV
far	AV0	far	ADV
as	CJS	as	CONJ
they	PNP	they	PRON
can	VM0	can	VERB
be	VBI	be	VERB
distinguished	VVN	distinguish	VERB
from	PRP	from	PREP
the	AT0	the	ART
rest	NN1	rest	SUBST
of	PRF	of	PREP
the	AT0	the	ART
novel	NN1	novel	SUBST
,	PUN	,	PUN
should	VM0	should	VERB
count	VVI	count	VERB
for	PRP	for	PREP
less	DT0	less	ADJ
than	CJS	than	CONJ
the	AT0	the	ART
opinions	NN2	opinion	SUBST
which	DTQ	which	PRON
they	PNP	they	PRON
help	VVB	help	VERB
to	TO0	to	PREP
convey	VVI	convey	VERB
.	PUN	.	PUN

# sentence 123, Texts/A/A0/A05.xml
This	DT0	this	ADJ
is	VBZ	be	VERB
a	AT0	a	ART
very	AV0	very	ADV
different	AJ0	different	ADJ
work	NN1	work	SUBST
from	PRP	from	PREP
Biswas	NP0	biswas	SUBST
.	PUN	.	PUN

# sentence 124, Texts/A/A0/A05.xml
It	PNP	it	PRON
is	VBZ	be	VERB
brief	AJ0	brief	ADJ
and	CJC	and	CONJ
fast	AV0-AJ0	fast	ADV
:	PUN	:	PUN
it	PNP	it	PRON
moves	VVZ	move	VERB
to	PRP	to	PREP
the	AT0	the	ART
rhythms	NN2	rhythm	SUBST
of	PRF	of	PREP
a	AT0	a	ART
single	AJ0	single	ADJ
drama	NN1	drama	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
the	AT0	the	ART
pace	NN1	pace	SUBST
is	VBZ	be	VERB
perfectly	AV0	perfectly	ADV
judged	VVN	judge	VERB
.	PUN	.	PUN

# sentence 125, Texts/A/A0/A05.xml
Either	DT0	either	ADJ
book	NN1	book	SUBST
could	VM0	could	VERB
be	VBI	be	VERB
considered	VVN	consider	VERB
the	AT0	the	ART
masterpiece	NN1	masterpiece	SUBST
of	PRF	of	PREP
someone	PNI	someone	PRON
whom	PNQ	whom	PRON
I	PNP	i	PRON
think	VVB	think	VERB
of	PRF	of	PREP
as	CJS	as	CONJ
among	PRP	among	PREP
the	AT0	the	ART
most	AV0	most	ADV
gifted	AJ0	gifted	ADJ
authors	NN2	author	SUBST
now	AV0	now	ADV
at	PRP	at	PREP
work	NN1	work	SUBST
in	PRP	in	PREP
England	NP0	england	SUBST
.	PUN	.	PUN

# sentence 126, Texts/A/A0/A05.xml
It	PNP	it	PRON
might	VM0	might	VERB
appear	VVI	appear	VERB
that	CJT	that	CONJ
the	AT0	the	ART
whole	AJ0	whole	ADJ
life	NN1	life	SUBST
of	PRF	of	PREP
the	AT0	the	ART
later	AJC	late	ADJ
novel	NN1	novel	SUBST
is	VBZ	be	VERB
in	PRP	in	PREP
its	DPS	it	PRON
sting	NN1	sting	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
there	EX0	there	PRON
is	VBZ	be	VERB
more	AV0	more	ADV
to	PRP	to	PREP
it	PNP	it	PRON
than	CJS	than	CONJ
sting	NN1-VVB	sting	SUBST
.	PUN	.	PUN

# sentence 127, Texts/A/A0/A05.xml
Conrad	NP0	conrad	SUBST
said	VVD	say	VERB
of	PRF	of	PREP
The	AT0	the	ART
Secret	AJ0-NN1	secret	ADJ
Agent	NN1	agent	SUBST
,	PUN	,	PUN
another	DT0	another	ADJ
book	NN1	book	SUBST
about	PRP	about	PREP
revolutionaries	NN2	revolutionary	SUBST
,	PUN	,	PUN
cranks	NN2	crank	SUBST
,	PUN	,	PUN
crooks	NN2	crook	SUBST
,	PUN	,	PUN
somnambulists	NN2	somnambulist	SUBST
,	PUN	,	PUN
peripherals	NN2	peripheral	SUBST
and	CJC	and	CONJ
phantasmagoricals	NN2-VVZ	phantasmagorical	SUBST
,	PUN	,	PUN
that	CJT	that	CONJ
it	PNP	it	PRON
was	VBD	be	VERB
written	VVN	write	VERB
‘	PUQ	‘	PUQ
in	PRP	in	PREP
scorn	NN1	scorn	SUBST
as	CJS	as	CONJ
well	AV0	well	ADV
as	CJS	as	CONJ
in	PRP	in	PREP
pity	NN1	pity	SUBST
’	PUQ	’	PUQ
,	PUN	,	PUN
and	CJC	and	CONJ
the	AT0	the	ART
same	DT0	same	ADJ
could	VM0	could	VERB
be	VBI	be	VERB
said	VVN	say	VERB
of	PRF	of	PREP
Guerrillas	NN2	guerrilla	SUBST
.	PUN	.	PUN

# sentence 128, Texts/A/A0/A05.xml
But	CJC	but	CONJ
in	PRP	in	PREP
passing	NN1-VVG	passing	SUBST
,	PUN	,	PUN
as	CJS	as	CONJ
they	PNP	they	PRON
may	VM0	may	VERB
be	VBI	be	VERB
thought	VVN	think	VERB
to	TO0	to	PREP
have	VHI	have	VERB
done	VDN	do	VERB
,	PUN	,	PUN
from	PRP	from	PREP
journalism	NN1	journalism	SUBST
to	PRP	to	PREP
fiction	NN1	fiction	SUBST
,	PUN	,	PUN
Naipaul	NP0	naipaul	SUBST
's	POS	's	UNC
feelings	NN2	feeling	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
their	DPS	they	PRON
objects	NN2	object	SUBST
,	PUN	,	PUN
underwent	VVD	undergo	VERB
a	AT0	a	ART
change	NN1	change	SUBST
.	PUN	.	PUN

# sentence 129, Texts/A/A0/A05.xml
There	EX0	there	PRON
is	VBZ	be	VERB
less	DT0	less	ADJ
scorn	NN1	scorn	SUBST
in	PRP	in	PREP
the	AT0	the	ART
novel	NN1-AJ0	novel	SUBST
than	CJS	than	CONJ
there	EX0	there	PRON
had	VHD	have	VERB
been	VBN	be	VERB
in	PRP	in	PREP
the	AT0	the	ART
article	NN1	article	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
a	AT0	a	ART
pity	NN1	pity	SUBST
that	CJT	that	CONJ
must	VM0	must	VERB
have	VHI	have	VERB
come	VVN	come	VERB
as	PRP	as	PREP
surprise	NN1	surprise	SUBST
to	PRP	to	PREP
readers	NN2	reader	SUBST
of	PRF	of	PREP
his	DPS	he	PRON
work	NN1	work	SUBST
.	PUN	.	PUN

# sentence 130, Texts/A/A0/A05.xml
Some	DT0	some	ADJ
readers	NN2	reader	SUBST
were	VBD	be	VERB
upset	AJ0	upset	ADJ
by	PRP	by	PREP
the	AT0	the	ART
hostility	NN1	hostility	SUBST
shown	VVN	show	VERB
towards	PRP	towards	PREP
the	AT0	the	ART
murdered	AJ0	murdered	ADJ
woman	NN1	woman	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
by	PRP	by	PREP
the	AT0	the	ART
sympathy	NN1	sympathy	SUBST
shown	VVN	show	VERB
towards	PRP	towards	PREP
Jimmy	NP0	jimmy	SUBST
—	PUN	—	PUN
the	AT0	the	ART
sympathy	NN1	sympathy	SUBST
of	PRF	of	PREP
an	AT0	an	ART
author	NN1	author	SUBST
noted	VVN	note	VERB
for	PRP	for	PREP
his	DPS	he	PRON
sceptical	AJ0	sceptical	ADJ
attitude	NN1	attitude	SUBST
towards	PRP	towards	PREP
revolutionaries	NN2	revolutionary	SUBST
,	PUN	,	PUN
who	PNQ	who	PRON
had	VHD	have	VERB
been	VBN	be	VERB
hostile	AJ0	hostile	ADJ
,	PUN	,	PUN
in	PRP	in	PREP
print	NN1	print	SUBST
,	PUN	,	PUN
to	PRP	to	PREP
all	DT0	all	ADJ
of	PRF	of	PREP
the	AT0	the	ART
participants	NN2	participant	SUBST
in	PRP	in	PREP
the	AT0	the	ART
historical	AJ0	historical	ADJ
events	NN2	event	SUBST
which	DTQ	which	PRON
supplied	VVD	supply	VERB
part	NN1	part	SUBST
of	PRF	of	PREP
his	DPS	he	PRON
plot	NN1	plot	SUBST
.	PUN	.	PUN

# sentence 131, Texts/A/A0/A05.xml
There	EX0	there	PRON
must	VM0	must	VERB
also	AV0	also	ADV
have	VHI	have	VERB
been	VBN	be	VERB
readers	NN2	reader	SUBST
who	PNQ	who	PRON
were	VBD	be	VERB
led	VVN	lead	VERB
to	TO0	to	PREP
reflect	VVI	reflect	VERB
on	PRP	on	PREP
Othello	NP0	othello	SUBST
's	POS	's	UNC
self-righteous	AJ0	self-righteous	ADJ
murder	NN1	murder	SUBST
of	PRF	of	PREP
Desdemona	NP0	desdemona	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
to	TO0	to	PREP
reflect	VVI	reflect	VERB
that	CJT	that	CONJ
Shakespeare	NP0	shakespeare	SUBST
's	POS	's	UNC
play	NN1	play	SUBST
expresses	VVZ	express	VERB
a	AT0	a	ART
view	NN1	view	SUBST
of	PRF	of	PREP
mixed	AJ0	mixed	ADJ
marriages	NN2	marriage	SUBST
which	DTQ	which	PRON
is	VBZ	be	VERB
both	AV0	both	ADV
encouraging	AJ0	encouraging	ADJ
and	CJC	and	CONJ
discouraging	AJ0-VVG	discouraging	ADJ
.	PUN	.	PUN

# sentence 132, Texts/A/A0/A05.xml
In	PRP	in	PREP
both	DT0	both	ADJ
Guerrillas	NN2	guerrilla	SUBST
and	CJC	and	CONJ
A	ZZ0	a	SUBST
Bend	VVB-NN1	bend	VERB
in	PRP	in	PREP
the	AT0	the	ART
River	NN1	river	SUBST
the	AT0	the	ART
description	NN1	description	SUBST
of	PRF	of	PREP
a	AT0	a	ART
coup	NN1	coup	SUBST
,	PUN	,	PUN
of	PRF	of	PREP
an	AT0	an	ART
emergent	AJ0	emergent	ADJ
country	NN1	country	SUBST
's	POS	's	UNC
state	NN1	state	SUBST
of	PRF	of	PREP
emergency	NN1	emergency	SUBST
,	PUN	,	PUN
is	VBZ	be	VERB
put	VVN	put	VERB
together	AV0	together	ADV
with	PRP	with	PREP
the	AT0	the	ART
description	NN1	description	SUBST
of	PRF	of	PREP
a	AT0	a	ART
sexual	AJ0	sexual	ADJ
relationship	NN1	relationship	SUBST
between	PRP	between	PREP
people	NN0	people	SUBST
of	PRF	of	PREP
different	AJ0	different	ADJ
races	NN2	race	SUBST
:	PUN	:	PUN
an	AT0	an	ART
affinity	NN1	affinity	SUBST
is	VBZ	be	VERB
suggested	VVN	suggest	VERB
,	PUN	,	PUN
also	AV0	also	ADV
apparent	AJ0	apparent	ADJ
in	PRP	in	PREP
the	AT0	the	ART
novella	NN1	novella	SUBST
In	PRP	in	PREP
a	AT0	a	ART
Free	AJ0	free	ADJ
State	NN1	state	SUBST
.	PUN	.	PUN

# sentence 133, Texts/A/A0/A05.xml
In	PRP	in	PREP
Guerrillas	NN2	guerrilla	SUBST
,	PUN	,	PUN
the	AT0	the	ART
rebellion	NN1	rebellion	SUBST
is	VBZ	be	VERB
mysterious	AJ0	mysterious	ADJ
,	PUN	,	PUN
cryptic	AJ0	cryptic	ADJ
,	PUN	,	PUN
while	CJS	while	CONJ
the	AT0	the	ART
sexual	AJ0	sexual	ADJ
relationship	NN1	relationship	SUBST
is	VBZ	be	VERB
fully	AV0	fully	ADV
lit	VVN	light	VERB
:	PUN	:	PUN
a	AT0	a	ART
contrast	NN1	contrast	SUBST
also	AV0	also	ADV
apparent	AJ0	apparent	ADJ
,	PUN	,	PUN
but	CJC	but	CONJ
somewhat	AV0	somewhat	ADV
different	AJ0	different	ADJ
,	PUN	,	PUN
in	PRP	in	PREP
A	AT0	a	ART
Bend	NN1-VVB	bend	SUBST
in	PRP	in	PREP
the	AT0	the	ART
River	NN1	river	SUBST
.	PUN	.	PUN

# sentence 134, Texts/A/A0/A05.xml
Both	DT0	both	ADJ
novels	NN2	novel	SUBST
see	VVB	see	VERB
the	AT0	the	ART
world	NN1	world	SUBST
in	PRP	in	PREP
colonial	AJ0	colonial	ADJ
colours	NN2	colour	SUBST
—	PUN	—	PUN
as	CJS	as	CONJ
determined	VVN	determine	VERB
by	PRP	by	PREP
empires	NN2	empire	SUBST
,	PUN	,	PUN
in	PRP	in	PREP
the	AT0	the	ART
furtherance	NN1	furtherance	SUBST
of	PRF	of	PREP
which	DTQ	which	PRON
races	NN2	race	SUBST
have	VHB	have	VERB
defeated	VVN	defeat	VERB
and	CJC	and	CONJ
enslaved	VVN	enslave	VERB
each	DT0	each	ADJ
other	NN1	other	SUBST
,	PUN	,	PUN
in	PRP	in	PREP
which	DTQ	which	PRON
they	PNP	they	PRON
have	VHB	have	VERB
met	VVN	meet	VERB
and	CJC	and	CONJ
married	AJ0	married	ADJ
,	PUN	,	PUN
in	PRP	in	PREP
which	DTQ	which	PRON
a	AT0	a	ART
black	AJ0	black	ADJ
mercenary	NN1	mercenary	SUBST
might	VM0	might	VERB
marry	VVI	marry	VERB
a	AT0	a	ART
daughter	NN1	daughter	SUBST
of	PRF	of	PREP
Venice	NP0	venice	SUBST
.	PUN	.	PUN

# sentence 135, Texts/A/A0/A05.xml
For	PRP	for	PREP
much	DT0	much	ADJ
of	PRF	of	PREP
its	DPS	it	PRON
course	NN1	course	SUBST
,	PUN	,	PUN
the	AT0	the	ART
later	AJC	late	ADJ
novel	NN1	novel	SUBST
takes	VVZ	take	VERB
all	DT0	all	ADJ
this	DT0	this	ADJ
for	PRP	for	PREP
granted	VVN	grant	VERB
.	PUN	.	PUN

# sentence 136, Texts/A/A0/A05.xml
It	PNP	it	PRON
is	VBZ	be	VERB
what	DTQ	what	PRON
is	VBZ	be	VERB
likely	AJ0	likely	ADJ
to	TO0	to	PREP
occur	VVI	occur	VERB
.	PUN	.	PUN

# sentence 137, Texts/A/A0/A05.xml
Races	NN2	race	SUBST
insult	VVB	insult	VERB
each	DT0	each	ADJ
other	NN1	other	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
make	VVB	make	VERB
war	NN1	war	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
make	VVB	make	VERB
love	NN1	love	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
they	PNP	they	PRON
may	VM0	may	VERB
mix	VVI	mix	VERB
these	DT0	these	ADJ
activities	NN2	activity	SUBST
up	AVP	up	ADV
.	PUN	.	PUN

# sentence 138, Texts/A/A0/A05.xml
At	PRP	at	PREP
the	AT0	the	ART
same	DT0	same	ADJ
time	NN1	time	SUBST
,	PUN	,	PUN
the	AT0	the	ART
novel	NN1	novel	SUBST
finds	VVZ	find	VERB
more	DT0	more	ADJ
to	TO0	to	PREP
object	VVI	object	VERB
to	PRP	to	PREP
in	PRP	in	PREP
the	AT0	the	ART
less	AV0	less	ADV
objectionable	AJ0	objectionable	ADJ
aspects	NN2	aspect	SUBST
of	PRF	of	PREP
these	DT0	these	ADJ
activities	NN2	activity	SUBST
than	CJS	than	CONJ
many	DT0	many	ADJ
readers	NN2	reader	SUBST
might	VM0	might	VERB
anticipate	VVI	anticipate	VERB
.	PUN	.	PUN

# sentence 139, Texts/A/A0/A05.xml
It	PNP	it	PRON
is	VBZ	be	VERB
the	AT0	the	ART
work	NN1	work	SUBST
of	PRF	of	PREP
a	AT0	a	ART
writer	NN1	writer	SUBST
for	PRP	for	PREP
whom	PNQ	whom	PRON
,	PUN	,	PUN
in	PRP	in	PREP
successive	AJ0	successive	ADJ
fictions	NN2	fiction	SUBST
,	PUN	,	PUN
the	AT0	the	ART
theme	NN1	theme	SUBST
of	PRF	of	PREP
sexual	AJ0	sexual	ADJ
dealings	NN2	dealing	SUBST
between	PRP	between	PREP
people	NN0	people	SUBST
of	PRF	of	PREP
different	AJ0	different	ADJ
races	NN2	race	SUBST
has	VHZ	have	VERB
necessitated	VVN	necessitate	VERB
the	AT0	the	ART
representation	NN1	representation	SUBST
of	PRF	of	PREP
violence	NN1	violence	SUBST
.	PUN	.	PUN

# sentence 140, Texts/A/A0/A05.xml
Rapes	NN2	rape	SUBST
and	CJC	and	CONJ
murders	NN2	murder	SUBST
occur	VVB	occur	VERB
in	PRP-AVP	in	PREP
this	DT0	this	ADJ
area	NN1	area	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
may	VM0	may	VERB
,	PUN	,	PUN
of	PRF	of	PREP
course	NN1	course	SUBST
,	PUN	,	PUN
have	VHB	have	VERB
to	TO0	to	PREP
be	VBI	be	VERB
treated	VVN	treat	VERB
.	PUN	.	PUN

# sentence 141, Texts/A/A0/A05.xml
And	CJC	and	CONJ
the	AT0	the	ART
theme	NN1	theme	SUBST
is	VBZ	be	VERB
obviously	AV0	obviously	ADV
of	PRF	of	PREP
high	AJ0	high	ADJ
consequence	NN1	consequence	SUBST
for	PRP	for	PREP
the	AT0	the	ART
portrayal	NN1	portrayal	SUBST
of	PRF	of	PREP
any	DT0	any	ADJ
society	NN1	society	SUBST
where	CJS-AVQ	where	CONJ
race	NN1	race	SUBST
is	VBZ	be	VERB
a	AT0	a	ART
trouble	NN1	trouble	SUBST
and	CJC	and	CONJ
where	CJS	where	CONJ
one	CRD	one	ADJ
race	NN1	race	SUBST
has	VHZ	have	VERB
subdued	VVN	subdue	VERB
another	DT0	another	ADJ
.	PUN	.	PUN

# sentence 142, Texts/A/A0/A05.xml
The	AT0	the	ART
society	NN1	society	SUBST
may	VM0	may	VERB
be	VBI	be	VERB
symbolised	VVN	symbolise	VERB
by	PRP	by	PREP
such	DT0	such	ADJ
dealings	NN2	dealing	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
experienced	VVN-VVD	experience	VERB
through	PRP	through	PREP
them	PNP	they	PRON
.	PUN	.	PUN

# sentence 143, Texts/A/A0/A05.xml
Hardship	NN1	hardship	SUBST
and	CJC	and	CONJ
discontent	NN1	discontent	SUBST
may	VM0	may	VERB
declare	VVI	declare	VERB
themselves	PNX	themselves	PRON
there	AV0	there	ADV
,	PUN	,	PUN
in	PRP	in	PREP
a	AT0	a	ART
victim	NN1	victim	SUBST
's	POS	's	UNC
revenge	NN1	revenge	SUBST
.	PUN	.	PUN

# sentence 144, Texts/A/A0/A05.xml
In	PRP	in	PREP
addressing	VVG	address	VERB
itself	PNX	itself	PRON
to	PRP	to	PREP
such	DT0	such	ADJ
possibilities	NN2	possibility	SUBST
,	PUN	,	PUN
however	AV0	however	ADV
,	PUN	,	PUN
A	ZZ0	a	SUBST
Bend	VVB-NN1	bend	VERB
in	PRP	in	PREP
the	AT0	the	ART
River	NN1	river	SUBST
,	PUN	,	PUN
for	PRP	for	PREP
all	DT0	all	ADJ
its	DPS	it	PRON
air	NN1	air	SUBST
of	PRF	of	PREP
simplicity	NN1	simplicity	SUBST
,	PUN	,	PUN
is	VBZ	be	VERB
never	AV0	never	ADV
simple	AJ0	simple	ADJ
.	PUN	.	PUN

# sentence 145, Texts/A/A0/A05.xml
Its	DPS	it	PRON
narrator	NN1	narrator	SUBST
and	CJC	and	CONJ
chief	AJ0	chief	ADJ
human	AJ0-NN1	human	ADJ
presence	NN1	presence	SUBST
is	VBZ	be	VERB
by	PRP	by	PREP
no	PRP	no	PREP
means	NN0	means	SUBST
straightforwardly	AV0	straightforwardly	ADV
a	AT0	a	ART
victim	NN1	victim	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
the	AT0	the	ART
difference	NN1	difference	SUBST
between	PRP	between	PREP
oppressor	NN1	oppressor	SUBST
and	CJC	and	CONJ
oppressed	VVN-AJ0	oppress	VERB
can	VM0	can	VERB
be	VBI	be	VERB
hard	AJ0	hard	ADJ
to	TO0	to	PREP
identify	VVI	identify	VERB
.	PUN	.	PUN

# sentence 146, Texts/A/A0/A05.xml
The	AT0	the	ART
novel	NN1	novel	SUBST
is	VBZ	be	VERB
narrated	VVN	narrate	VERB
by	PRP	by	PREP
a	AT0	a	ART
Moslem	NN1-AJ0	moslem	SUBST
of	PRF	of	PREP
Indian	AJ0	indian	ADJ
origin	NN1	origin	SUBST
,	PUN	,	PUN
whose	DTQ	whose	PRON
family	NN1	family	SUBST
has	VHZ	have	VERB
been	VBN	be	VERB
settled	VVN	settle	VERB
on	PRP	on	PREP
the	AT0	the	ART
east	NN1	east	SUBST
coast	NN1	coast	SUBST
of	PRF	of	PREP
Africa	NP0	africa	SUBST
,	PUN	,	PUN
as	PRP	as	PREP
traders	NN2	trader	SUBST
.	PUN	.	PUN

# sentence 147, Texts/A/A0/A05.xml
Salim	NN1-NP0	salim	SUBST
leaves	VVZ	leave	VERB
them	PNP	they	PRON
,	PUN	,	PUN
takes	VVZ	take	VERB
off	AVP	off	ADV
on	PRP	on	PREP
the	AT0	the	ART
first	ORD	first	ADJ
of	PRF	of	PREP
a	AT0	a	ART
series	NN0	series	SUBST
of	PRF	of	PREP
‘	PUQ	‘	PUQ
flights	NN2	flight	SUBST
’	PUQ	’	PUQ
,	PUN	,	PUN
and	CJC	and	CONJ
treks	VVZ-NN2	trek	VERB
to	PRP	to	PREP
the	AT0	the	ART
interior	NN1	interior	SUBST
,	PUN	,	PUN
to	PRP	to	PREP
a	AT0	a	ART
country	NN1	country	SUBST
which	DTQ	which	PRON
appears	VVZ	appear	VERB
to	TO0	to	PREP
be	VBI	be	VERB
